,Posts,Label
4613,በኢትዮጵያ ገዳም  በኢትዮጵያ ኤምባሲ  በኢትዮጵያውያን የንግድ ድርጅቶች  በኢትዮጵያውያን መኖሪያ ቤቶች ሁሉ ሰንደቅ አላማ መስቀል የቆየ ልማድ ነው ,Free
4614, የትም ሀገር ይሁኑ የትም ሰዎች የየሀገራቸውን ሰንደቅ አላማ በይዞታቸው ላይ ያውለበልባሉ  ይሰቅላሉ  ,Free
4615,በኢየሩሳሌም በዴር ሱልጣንም የተደረገው ይሄው ነው  እዚህ ባለሁበት በሀገረ ጀርመንም በአንዳንድ የመኖሪያ ቤቶች መስኮትና በረንዳም ላይ የአንዳንድ ሀገራትን ሰንደቅ አላማ አያለሁ  ,Free
4616,የቤቱ ኗሪ የዚያ ሰንደቅ አላማው የተውለበለበበት ሀገር ሰው ነው ማለት ነው  ,Free
4617, በኢየሩሳሌምም የኢትዮጵያ ኦርቶዶክሳዊት ተዋህዶ ቤተ ክርስቲያን ያደረገችው ይሄንኑ ነው  በገዛ ገዳሟ ላይ ሰንደቅ አላማዋን ሰቀለች  አስዋበች  አበቃ  ,Free
4618, ይህን ያዩ ግብፃውያን ግን ተቆጡ  አበዱ  በኮሮና ምክንያት ምእመናን ወደ ገዳሙ በብዙ ቁጥር እንደማይመጡ የተረዱት ግብፃውያን ጊዜው አሁን ነው ብለው ተነሱ  ,Free
4619,ወደ ኢትዮጵያ ገዳም ወደ ዴር ሱልጣን ገዳም ገብተው ቀውጢ ፈጠሩ  ሀገር ይያዝልን አሉ  ድንኳኑስ እሺ ይደኮን  ,Free
4620,አረንጓዴ ቢጫ ቀዩ ሰንደቅ አላማ ግን ምን ሲደረግ በድንኳኑ ላይ ይሰቀላል ብለው ኡኡ አሉ  አቧራ አጨሱ  ሁከት ፈጠሩ  ዴርሱልጣንን አወኩ  ,Free
4621,ቤኒሻንጉል  ወለጋ  ሰሜን ጎንደርን እያሰቡ ቀወጡት  ,Free
4622, በኢየሩሳሌም የኢትዮጵያ ኦርቶዶክስ ተዋህዶ ቤተ ክርስቲያን ሊቀጳጳስ ብፁእ አቡነ እንባቆም  አባ ዘበአማን ወልደሳሙኤል በኢየሩሳሌም የኢትዮጵያ ገዳማት ዋና መጋቢ እና የገዳሙ መነኮሳትና ጥቂት ኢትዮጵያውያን መነኮሳትም በገዳማቸው የገቡትንና ሁከት እየፈጠሩ ያሉትን ግብፃውያን በህግ አምላክ እያሉ ሊያስቆሟቸው በብዙ ሞከሩ  ጣሩ  ,Free
4623,የግብፅ መነኮሳትና ካህናት ግን የሚሰሙ አይነት አልሆኑም  ጭራሽ በአካባቢው የሚኖሩ አረቦችን ጩቤና ቢለዋ አስይዘው አስተባብረው መጡ  ይሄ ሁሉ ሰንደቅ አላማችንን ለመገንጠል  ለመቅደድ ነው  ,Free
4624, የእስራኤል የፀጥታ ሀይሎችም በስፍራው ደረሱ  የእስራኤል የሀይማኖቶች ሚኒስቴርም በስፍራው ተገኘ ,Free
4625, ሁኔታውን ጠየቀ  የግርግሩን መነሻ የግብፃውያኑንም ሁካታ ጠየቀ  ግብፃውያኑ የኢትዮጵያ ሰንደቅ አላማ ካልተነሳ አንወጣም ,Free
4626, ረብሻችንንም አናቆምም አሉ  እስራኤል በኢየሩሳሌም በተለይ በዴር ሱልጣን አካባቢ በኗሪነት የሚበዙቱ አረቦቹ ስለሆኑ በአካባቢው የምትመድበውም አረብኛ ተናጋሪ ፖሊሶችን ነው  ,Free
4627,ግብፃውያኑና ፖሊሶቹ በአረብኛ ነው የሚያወሩት  የሚግባቡትም  ይሄን ግብፃውያኑ እንደ መልካም አጋጣሚ ነው የሚቆጥሩት  በኢትዮጵያ ግብፃውያኑ የራሳቸውን ባንዲራ ሰፍተው ሰጥተው የኢትዮጵያን ሰንደቅ አላማ እንደሚያስቃጥሉት መሆኑ ነው  ለመቶ አመታት የበአሉን አከባበር የሚያሳይ ሰነድ አውጥተው አባቶቻችን ቢያሳዩም ግብፃውያኑ በቃ ከዛሬ ጀምሮ የኢትዮጵያን ሰንደቅ አላማ ማየት አንፈልግም በሚለው አቋማቸው ፀኑ  ,Free
4628, ውዝግቡ ቀጠለ  ,Free
4629,ፖሊሶቹ አረቦች ስለሆኑ የእኛን አባቶች በመጫን በቃ ለዛሬ ሰንደቅ አላማውን አውርዱ እስከማለትም ደረሱ  ይሄን ድፍረት ያዩ  የሰሙ አባቶቻችንም ለሁላቸውም እንዲህ በማለት በአቋማቸው ፀኑ   አባቶቻችን ለ ሺ ዘመናት ያቆዩትን አኩሪ ታሪክ እኛ ዛሬ አናራክሰውም ,Free
4630, ግብፃውያን ቀደምት አባቶቻችንን እዚሁ ስፍራ ላይ ገድላችኋል  ዘርፋችኋል  ይዞታዎቻችን እና ርስቶቻችንንም ወርሳችኋል  ኢትዮጵያ የደከመች በመሰላችሁ ጊዜ ሁሉ እንዲሁ ስታደርጉ ኑራችኋል ,Free
4631, አሁንም በኢትዮጵያ የተፈጠረውን ጊዜያዊ ሁኔታ በማየት ነው እንዲህ ያለ ድፍረት ይዛችሁ የመጣችሁት  እናም እኛም የአባቶቻችን ልጆች ነን  መሳሪያው  ሁሉ ነገሩ እንዳላችሁ እናውቃለን  የሆነው ሆኖ ግን እኛ በህይወት እያለን አይናችን እያየ የኢትዮጵያን ሰንደቅ አላማ አታወርዱም  ገድላችሁ  በያዛችሁት ቢለዋ አርዳችሁን ስታበቁ ነው ሰንደቅ አላማችንን የምታወርዱት  በማለት እርግጡን በመንገር አሳፍረዋቸዋል  ,Free
4632, ሊቀጳጳሱ አረጋዊው ብፁእ አቡነ እንባቆምም እዚያው በዴር ሱልጣን በገዳማቸው ከብርዱ ላይ ተቀምጠው አድረዋል  ,Free
4633,በኢየሩሳሌም የሚኖሩና ሁኔታውን የሰሙ ጥቂት ምእመናንም በመምጣታቸው ለጊዜው የግብፃውያኑ የሀይል ድርጊት የቆመ ቢሆንም በቦታው ላይ ግን ሴቶቻቸውና ነውረኛ መነኮሳቶቻቸው ከነ ሊቀጳጳሳቸው በዚያው በገዳማችን እና ከገዳማችን ውጪ ተኮልኩለው አድረዋል  ,Free
4634,ፖሊስም በሩን አንቆ ይዞ እየጠበቀ ነው የዳረው  ኢትዮጵያውያን አባቶቻችንም በታላቅ መከራና ስቃይ ውስጥም ሆነውም ቢሆን እንኳ እግዚአብሄርን ተስፋ በማድረግ እስከአሁኗ ሰአት ድረስ በተጋድሎ ላይ ናቸው  ,Free
4635, ምስጋና   ,Free
4636, በእስራኤል የኢትዮጵያ አምባሳደር በታሪክ ታይቶ የማያውቅ ተጋድሎ መፈፀማቸው ነው የተነገረው  ,Free
4637,በዘመነ ህወሀት ይደረግ እንደነበረው ከቢሮ ተቀምጦ ሳይሆን ከቦታው ከረብሻው ስፍራ በአካል በመገኘት የእስራኤል አረብ ፖሊሶች ሰው የለም  የሚያየንም የለም በማለት ሀይል እንዳይጠቀሙና በአባቶቻችንም  በገዳማችንም ላይ ጥቃት እንዳይፈፅሙ ለፖሊሶቹ በእስራኤል የኢትዮጵያ ባለሙሉ ስልጣን አምባሳደር መሆናቸውን በመግለፅ ብዙዎቹን  ፍሬን አስይዘዋል ,Free
4638, አምባሳደሩ በስሚ ስሚ ሳይሆን ራሳቸው በአካል በቦታው በአካል የግብፃውያኑ ሁከት መሀል በመግባት በምስልም  በድምፅም መረጃ በመሰብሰብ ለውጭ ጉዳይ ሚኒስቴርም  ለኢትዮጵያም ሆነ ለእስራኤል መንግስትም ጭምር በማሳወቅ ብዙ ውድመት ሳይከተል ግብፃውያኑ እንዲሰክኑ የራሳቸውን የማይተካ ሚና መጫወታቸው ነው የተነገረው  ,Free
4639, ትውልደ ኢትዮጵያዊው የእስራኤል የሀገር ውስጥ ምክትል የደህንነት ሚኒስቴር አቶ ጋዲ ይቫርከንም ለጉዳዩ ትኩረት በመስጠት በአንክሮ መከታተል መጀመራቸው ነው የተነገረው ,Free
4640, የፊታችን ቅዳሜ ዘወትር እንደተለመደው ግብፃውያኑ ለመረበሽ ስለሚመጡ ሚንስትሩ በቦታው ተገኝተው ጉዳዩን በአይናቸው አይተው ሊታዘቡ ይችላሉም ነው እየተባለ ያለው  ,Free
4641, ወዳጄ ኢትዮጵያ የስንዴ ቅንጣት ናት  ትወድቃለች  ከአፈር ከጭቃውም ትቀላቀላለች ,Free
4642, የሞተች  የደቀቀች  የተቀበረችም ትመስላለች  አፈር ይጫናታል  የለችም እስኪባል ድረስ ትሰወራለች  ኋላላይ ግን  ፍሬ አፍርታ አብባ  አሽታ ትነሳለች  ትጎመራለች  ኢትዮጵያ ትነሳለች  ድብን አድርጋም ታሸንፋለች  ጠላቶቿም አይናቸው እያየ  ጆሮአቸውም እየሰማ አመድም  አፈርም ይቅማሉ  ,Free
4643, የሚሆነው ይኸው ነው ,Free
4644,ግብፃውያኑ ይነሳ  ይገንጠል  ማየት አንፈልግም የሚሉት የኢትዮጵያ ሰንደቅ አላማ ይሄ ነው  ,Free
4645, የወራሪ ባንዲራ ነው የሚሉት  ጉድ እኮ ነው  የሰፋሪ ባንዲራ ማየት አንፈልግም  ያመናል  ቋቅ ይለናል ነው የሚሉት  ወይ የሰው መመሳሰል  ,Free
4646,እንዲህ እንደግብፅ የሚያደርጋቸው  የግብፅ የራሷን ባንዲራ ተሸክመው ኢትዮጵያን የሚያውኩ  ሰንደቅ አላማዋን በቻይናና በግብፅ በራሷ ባንዲራ ካልተካን የሚሉ መኖሯቸውን ስታይ በግብፅ አትደነቅም ,Free
4647,በቅድስት ሀገር ኢየሩሳሌም የኢትዮጵያ ቤተክርስቲያን ገዳማት ሊቀ ጳጳስ ብፁእ አቡነ እንባቆም እና,Free
4648, በቅድስት ሀገር ኢየሩሳሌም የኢትዮጵያ ቤተክርስቲያን ገዳማት ዋና መጋቢ አባ ዘበአማን ወልደሳሙኤልም በዚያው በተጋድሎ ላይ ናቸው ,Free
4649,በወዲህ ግብፃውያን ሴቶች አረቦቹ በወዲያኛው ሊቀጳጳሱ ብፁእ አቡነ እንባቆም ተፈጠው ነው ያደሩት  የኢትዮጵያን ሰንደቅ አላማ ወንድ የሆነ እስከአሁን አላነሳም ,Free
4650,ግብፃዊው ጳጳስ ከውጭ  መነኮሳቱና ካህናቱ  አረቦቹም ከውስጥ በገዛ ገዳማችን ውስጥ በድፍረት ገብተው እንዲህ ባለ መልኩ ተኮልኩለው እና ተዘፍዝፈው ነው ያደሩት  ፎሊስም ወጥሮ ቆሟል  ,Free
4651,እስከአሁን ድረስ የኢትዮጵያ ሰንደቅ አላማም በስፍራዋ ነው ያለችው ,Free
4652, የአሩሲዋ እመቤት ንግስት ሆይ ሺ አመት ንገሽ   ,Free
4653, መጪው ጊዜ ከብልፅግና ጋር እንዲህ ነው ,Offensive
4654,ረቂቅ ጠላት  የማይዳሰስ  የማይጨበጥ ጠላት  ገዳዩ ኮረና መልኩን ቀያይሮ አደገኛ ሆኖ መጥቷል  የእንግሊዝ  የደቡብ አፍሪካና የብራዚል የሚል ብራንድም ይዞ ነው የመጣው  ,Free
4655,አደገኛ በመሆኑም ሁሉንም በገዛ ፈቃድ የቁም እስረኛ አድርጎ በየቤቱ ዘብጥያ አውርዷል  ,Free
4656,እኔ ባለሁበት በአውሮጳ ሁሉም በቤቱ ከተከተተ አመት ሊሞላው ነው  የንግድ ድርጅቶች ተዘግተዋል  ,Free
4657,ካፌዎችና ሬስቶራንቶች ተዘግተዋል  ትምህርት ቤቶች ዝግ ናቸው  የስፖርት ማዘውተሪያ ቤቶች ተጠርቅመዋል ,Free
4658, ሰዉ ከቤቱ ስለማይወጣ አዲስ ልብስ  ሜካፕ ስለማያስፈልገው በዚህ ዘርፍ ላይ የተሰማሩ የንግድ ድርጅቶች ተጠርቅመዋል  ,Free
4659,አብዛኛዎቹም ከሚሰሩባቸው ሞሎች ለቀዋል  እኔና ጓደኞቼ እንሰባሰብበት የነበረ አንድ ትልቅ ካፌም እቃውን አውጥቶ ቤቱ ኦና ሆኖ ያየሁት ሰሞኑን ነው  ከባድ ነው ,Free
4660,  በሌላ በኩል ምድር እየተቆጣች ነው  ,Free
4661,ሰው የተባለ ፍጡር በላዬ ላይ እስከመቼ ተሸክሜ እኖራለሁ የምትል ይመስላል ,Free
4662, ምስቅልቅሉን እያወጣችውም ነው  ,Free
4663,በጎርፍ  በበበረዶ ግግር  በማእበል  በከባድ ዝናብ  በጭቃ  በናዳ  በእሳት መከራ ፍዳዋን እየተቀበለች ነው ,Free
4664, ቀንጥጫው ከበድ እያለ ነው  አለሚቱ ከምር እየተቀጣች ነው  ,Free
4665, በብዙ የአለማችን ክፍሎች ጦርነት ለጊዜውም ቢሆን ጋብ ብሏል  ,Free
4666,ጦርነቱ ከኮረና ጋር ብቻ ሆኖ ተገኝቷል ,Free
4667, የሚሳኤል  የታንክና ክላሽ ጦርነት ቀዝቅዟል  አለም በዚህ ሰአት በዚህ መልኩ እየተቀጣች ቢሆንም በኢትዮጵያ ግን ሁሉም አይነት ቅጣት ተጠናክሮ ቀጥሏል ,Free
4668,  በአለም ላይ ሰዉን ከቤቱ ያዋለው ኮሮና በኢትዮጵያ ቦታም ስፍራም አልተሰጠውም  እንደ እኛ ኮሮናን የናቀ  አለምንም ያስደነቀ ህዝብ የለም  ,Free
4669,በቀን ከአንድ ሺ አራት መቶ ሰዎች በላይ የሚሞቱባቸው ሀገራት ውስጥ ተቀምጬ ጭንቀታቸውን እያየሁ የእኔዋን ኢትዮጵያን ድፍረት ሳይ እደነቃለሁ ,Free
4670, በኢትዮጵያ ከኮሮና ይልቅ ሰዎን እየፈጀ ያለው የሴራ ፖለቲካው ነው  ኮሮና ጉንፋን ነው ,Free
4671, ከባድ ጉንፋን  ከባድ ቫይረስ  ኮሮና ገዳይ ቢሆንም ሩህሩህም ነው  ከተንከባከቡት  ከተጠነቀቁለት አይነካም  ,Free
4672,የኢትዮጵያው ኮሮና ግን ከባድ ነው  ቢለዋ ያለው  ሳንጃና ቀስት ያለው  ክላሽ መትረየስ የታጠቀም ገዳይ ነው ,Offensive
4673, የኢትዮጵያው ኮሮና አማራ ጠል ነው  ኦርቶዶክስ ጠል ነው  በጅምላ ይፈጃል  በጅምላም ይቀብራል  የሀበሻው ኮሮና ከባድ ነው ,Offensive
4674, ከቤት ብትውል ቤትህን በላይህ ላይ ዘግቶ በእሳት ያቃጥልሀል  አመድ ነው የሚያደርግህ  ለዘር አያስቀርህም  የኢትዮጵያው ኮረና ከባድ ነው  በተለይ ኦሮሚያና ቤኒሻንጉል ያለው ኮረና ደረጃ አንድ ገዳይ ነው  ,Offensive
4675, በትግራይ ሌላ ሁከት  ሌላ ውድመት  ሌላ መቅሰፍት እየታየ ነው  ሱዳን ከመሬት ተነስታ ክተት አዛለች  ግብፅ ለጦርነት ቋምጣለች  አረቦቹም ጆፌ ጥለዋል  ,Free
4676,እንደ የመን እሳት ሊያዘንቡብን የጋራ ዝግጅት ጀምረዋል  እስራኤል ከሱዳንም ከኢትዮጵያም ጎን ሆና በለው እያለች ነው  ሶማሊያ የወያኔ ስሪት የሆነው አልሸባብም አሁን እየተነቃቃ ነው ,Free
4677, ብቻ የሚታይ የሚሰማው ሁሉ ደስስ አይለም  ምስራቅ አፍሪካ ምስቅልቅሉ ሊወጣ ይመስላል  ጦርነት ናፋቂው  መፍረስ ናፋቂው  ኢትዮጵያን ረጋሚው በዝቷል ,Free
4678, ኢትዮጵያም የሚሆነውን እያየችና እያስተዋለች እንዳለች አለች   ,Free
4679,  በቀጣይ ለአማራ የተዘጋጀው ጊዜ ጠብቆ የሚፈነዳው ቦንብ በጥንቃቄ ደብረ ማርቆስ ተቀብሯል ,Offensive
4680, ከትግራይ ቀጥሎ በቀጣይ ምስራቅና ምእራብ ጎጃም በቅባትና ፀጋ  በተዋህዶ ልጆች መካከል የሚፈነዳ  ቡም የሚል ፈንጂ ተቀብሮ ማፈንዳቱ ተጀምሯል  ,Offensive
4681,ለዚሁ ሴራ አቡነ ማርቆስ ወደ ደብረ ማርቆስ ሂደው ዛሬ ስራቸውን ጀምረዋል  አቡኑን የተቃወሙ ካህናት  ምእመናን  አባቶችም በሙሉ ዛሬ ተይዘው ታስረዋል  ተደብድበዋል  በአስለቃሽ ጭስ ታፍነዋል  በመተከል ያለው ጎጃሜ ያው ተፈናቅሏል  ተርቧል  ታርዷል ,Offensive
4682, ጎንደር በሱዳን እንዲወረር ተደርጓል  ደቡብ ከመቶ ሺ በላይ ህዝብ ተፈናቅሏል  የጉማይድሌ ህዝብ በረሀብ እያለቀ ነው  አዲስ አበባ እሳት በዝቷል  ,Offensive
4683,የተመረጡ አካባቢዎችን በእሳት እያጋዩ በአንድ ጀንበር ከሚሊየነርነት ወደ የኔቢጤነት የመቀየሩ ስራ ተጠናክሮ ቀጥሏል  እናም መጪው ጊዜ ለአለምም ለኢትዮጵያም ያስፈራል ,Offensive
4684, የከተማ ረሀብ ኢትዮጵያ ገብቷል  ጭንቀት ውጥረት ለአለሙም ለኢትዮጵያም መቅጫ ሁኖ ተልኳል  ይህ ሁሉ ሆኖም የሚያስተውል አንድም ሰው የለም  ,Offensive
4685,  በኦሮሚያ ጅማ ራሳቸውን እያነቁ የሚገድሉ ሰዎች በርክተዋል ተብሏ  የሚሰማው የሚታየው ነገር ሁሉ ከአእምሮ በላይ ነው ,Offensive
4686, በእስልምና ሀይማኖት በኩልም በእነ አህመዲን ጀበሉ አማካኝነት በመጅሊሳቸው ውስጥ አዲስ ነውጥ ለማስነሳት ግልፅ ዘመቻ ጀምረዋል  ,Offensive
4687,መጪው ጊዜ ከምርጫው ጋር ተያይዞ ውጥረቱ ከአሁኑ ጀምሯል  የጦዘ ነገር ነው የሚታየው  ሁሉም ላይ እልህ  መንቀዥቀዥ  መጣደፍ   ይነበባል  መንግስታዊ ህዝብ ጠል መፈክርም በገሀድ መታየት ጀምሯል  ,Offensive
4688, አለሚቱ በእግዚአብሄር እጅ ተይዛለች  እኛ ደግሞ በጥጋባችን በራሳችን ላይ መአት እየጠራን ነው  አለሚቱ በእግዚአብሄር እጅ ተይዛ የቁም እስረኛ ባትሆን ኖሮና በዚህ ወቅት እንደልብ የምትፏንን ብትሆን ኖሮ ከዚህ የባሰ አልቆልን ነበር  የባሰ ጥፋት  የባሰ ጉዳትም ነበር የሚገጥመን  ,Offensive
4689,  ሰላም አምሹ   ,Free
4690,የአረቡ አለም በታሪኩ አይቶ በማያውቀው የአርክቲክ ግግር በመሰለ በረዶ መመታቱ  በጎርፍም መጥለቅለቁን ስናይ የጌታ መምጫው መቅረቡን አውቀን መዘጋጀት እለብን ,Free
4691, አውሮጳ የበረዶ ያለህ እያለች አፍሪካና አረብ በበረዶ መሰቃየት ጀምሯል  በረዶ ለአውሮጳ ህይወት ነው  ለአረቦቹ ግን ስቃይ ነው ,Free
4692,የማንቂያ ደውሉ ዛሬም እየተሰማ ነው ,Free
4693,ዛሬም የጥፋት ውሀው ቀጥሏል  ሰዉ ግን አሁንም ተኝቷል ,Free
4694,በጥፋት ውሀው ተመተዋል  ምድራችን ከምን ግዜውም በላይ ወደ ረግረጋማነት እየተለወጠችም ነው ይላሉ ,Free
4695,በኢትዮጵያ ኦሮሚያ ማስክ የለ  ርቀት መጠበቅ የለ  ሳሙና የለ  ውሀም የለ  ኮሮና ደህና ሰንብች  የብልፅግና ሰልፍ ነው  ኢትዮጵያ   ,Offensive
4696,    የተባለ መቅሰፍት ባለፈው ወር አፍሪካዊቷን  ን እንዲህ አድርጎ አመሰቃቅሏት አልፏል ,Free
4697,ኮሮና ያልቻለውን ህዝብ ኦነግና ጉምዝ እየረፈረፉት እንዲህ በጅምላ ከአፈር እየቀላቀሉት ነው ,Free
4698,ትግራይ    በሰው ሰራሽ የኤርትራ ቶርኔዶ ሰራዊት ማእበል የተመታ ነው  ከኢትዮጵያው የብልፅግና ሰራዊት ጋር ያበረው ቶርኔዶ ማሽነሪዉን ሁሉ ንቅልቅል አድርጎ የት እንዳስገባው እስከአሁን አልታወቀም  ትግራይ የገባው ቶርኔዶ አደገኛ ነው ,Offensive
4699, እሪሪ ብለን አልቅሰን የሰበሰብነው ሁለት ነጥብ ሶስት ሚልዮን የአሜሪካን ዶላር ከምን ደረሰ ካህናቱ ቀርበው ያስረዳሉ  እናንተም በቀጥታ ጥያቄ ካላችሁ ታቀርባላችሁ  ዛሬ ነጭ ነጯን የመኮምኮሚያ እለት ነው  ,Free
4700,  በኢትዮጵያችን የሰአት አቆጣጠር ከምሽቱ   ሰአት ጀምሮ ያው እንደተለመደው የህዝብ አይንና ጆሮ እየሆነ በመጣው በተወዳጁ የመረጃ ተለቭጅናችን በኩል በቀጥታ ስርጭት የተለመደውን ሀጫ በረዶ የመሰለውን እውነት ትሰሙ  ትኮመኩምትም ዘንድ ወደየቤታችሁ እንመጣለን  ,Free
4701,  አዎ እኛም ያመናል   የኢትዮጵያ መከላከያ ሰራዊት ሸአቢያን ተዋግቶ ከትግራይ ማስወጣት አይችልም  አቅምም የለውም  እናንተም እዚህ ሁናችሁ ከምትጮሁ ሂዱና ትግሉን ተቀላቀሉ  መኸተ ትሉ የለም ብለው በመቀሌ ዩኒቨርስቲ በተዘጋጀ ዝግጅት ላይ ለህዝብ ሁሉ ሲናገሩ ተደመጠዋል  አለም በቶሎ ካልተደረሰ በቀር በትግራይ ከዚህ በፊት ታይቶም ተሰምቶም የማይታወቅ ሰብአዊ ወድመትና ጥፋት ይፈፀማል ብሎ ለመናገር ነቢይም  ጠንቋይም መሆን አያሻም  በግል የሚታይ ጥሬ ሀቅም ነው ,Offensive
4702, እኔ ማነኝ ለሀገሬ  ለወገኔ በተግባር የሚታይ  የሚዳሰስ  የሚጨበጥ ምን መልካምስራ ሰራሁ  ብለን ራሳችንን እንፈትሸበት ዘንድ ዛሬም ከመስጊድና ከራስቲአትር አከባቢው ጀግና ከባለማእተቡ ወንድማችን ከአስመሮም ጋር እናመሻለን  ራሳችንን ለመታዘብ  ለመፈተሽም እንዘጋጅ  በተለይ ባለ ወረቀቶች  ባለዲግሪ  ባለ ማስትሬት  ዶፍቶር እና ፍሮፌሰርዬ ዎችም ,Free
4703, ባለ ዲፍሎማዎችም  ባለሀብቶችም ሁልህም ተዘጋጅ  ጫ ብለህም ጠብቀን ,Free
4704,  በኢትዮጵያችን የሰአት አቆጣጠር ከምሽቱ   ሰአት ጀምሮ ያው እንደተለመደው የህዝብ አይንና ጆሮ እየሆነ በመጣው በተወዳጁ የመረጃ ተለቭጅናችን በኩል በቀጥታ ስርጭት የተለመደውን ሀጫ በረዶ የመሰለውን እውነት ትሰሙ  ትኮመኩምትም ዘንድ ወደየቤታችሁ እንመጣለን  ,Free
4705, ስናበቃ ሰፊውን ጊዜ በሚያስቀና  በሚያስደስት  አንጀትም በሚያርስ በፀጋ በሚሰራው የበጎ አድራጎት ስራ ላይ ተሰማራው በባለማእተቡ ወጣት በወንድማችን በአስመሮም የበጎስራ ተግባር ላይ የሚያውጠነጥን ድንቅ መርሀ ግብር ነበር አዘጋጅተን ስናቀርብ ያመሸነው  ,Free
4706,በነውራቸው  በምንፍቅናቸው  በመዝባሪነታቸው ሀገር ምድሩ ሆ ብሎ ከክልሉ ያበረራቸው  ከዚያም አማሪካ ሄደው እንዲያርፉ የተመቻቸላቸው  ,Offensive
4707, ተነስ አንተን ብሎ አባት እያሉም በሰደፍ መሬት ላይ ጥለው እንደቀጠቀጧቸውም ተነግሯል  የመምህር ዜና ማርቆስን አይን ለማጥፋትም በሰደፍ የተደረገው ድብደባ በእግዚአብሄር ቸርነት አይናቸው ምንም ሳይሆን ዳር ለዳር ብቻ አቁስለዋቸዋልም ተብሏል  ዋናውን ድብድብ ያስጀመረውም የፀጥታ ሀላፊ ተብየው ጌትነት መሆኑኑም ተረጋግጧል ተብሏል  ,Offensive
4708,ያኔ በእነ ታማኝ በየነ ሲስቁ  ሲሳለቁ የነበሩ ሁሉ አሁን በተራቸው በየእለቱ ጎዳና ላይ ውለው አዳር ይዘዋል  አቦ ይመቻችሁ  ኢትዮጵያዊ አይደለንም ካላችሁ  የኢትዮጵያን ባንዲራ  ራሳችሁ የጠፈጠፋችሁትን ባለ ኮከቡን ባንዲራ እንኳ ተፀይፋችሁ ቻይናዊ መስላችሁ ከወጣችሁ ምንም ልንረዳችሁ አንችልም  ከቬትናም ጋርማ ሰልፍ አንወጣም  ይኸው ነው  ,Offensive
4709,ይላሉ  ኋላ ላይ ኤርትራዊው የጣቢያው ባለቤት በአማራ የትግራይ ተወካዩ ኤርትራዊው አይተ በረከት ስምኦን ኤርትራዊውን የሀገራቸውን ልጅ ከህግ አግባብ ውጪ አስመጥተው በወቅቱ በሀይልኛ ጠብ ላይ የበነበረን የጎረቤት ሀገር ዜጋ በኢትዮጵያ ወሳኝ የሚዲያ ስራ ላይ እንዲሰማራ አደረጉ ,Offensive
4710,በእነ አቢቹ ጅራፍ በኦነግና በጉምዝ ሽፍቶች ታርደው  ሀብት ንብረታቸው እንዲወድም ተደርጎ ተፈናቅለው እና ተሰደው በረሀ ላይ ወድቀው በረሀብ እና ጥም ለሚሰቃዩት ለመተከል ተፈናቃዮች ታዋቂው የመድረክ ,Offensive
4711,ስተዋዋቂ አርቲስት ታማኝ በየነ  ስለማርያም  እያለ የኢትዮጵያን ህዝብ ለምኖ እንዲደርስላቸው መንግስት ዛሬ የልመና ፍቃድ በይፋ ሰጥቶታል  ,Offensive
4712,በማህበሩ ስም እያመሰገን ለበአለ ተንሳኤ የተወሰነ ድጋፍ ልናደርግላቸውነውና በሀሳብ አቅጣጫ መስጠት የምትፈልጉ ካላችሁ ሀሳባችሁን አስቀምጡልን ,Free
4713,ለምሳሌ ይኸው እኔ የጊዮርጊስን መገበሪያ በልቻለሁ መች ለፈለፍኩ ይላቸዋል  ሳይጠየቅ እኮ ነው  ዥሎ እና አሁን ምን እየሆንክ ነው ማንጠየቀህ አሉት ይባላል ,Offensive
4714, የወንዴ ይቅርታ  የሻውሌ  ይቅርታ,Offensive
4715,  የባህታዊ  ይቅርታ የሊቀ ትጉሀን መምህር ገብረ መስቀል  ሀይለ መስቀል ጉዳይም ከመገበሪያ በሊታው ጋር ተያያዘብኝ  ,Offensive
4716,ሳይጠራ ዘሎ መጥቶ መለፍለፍን ምን ይሉታል  የተጠራቀመ ግፍና ወንጀል እኮ ነው  ሲያልቅ አያምር አለ አጎቴ ሌኒን  ,Offensive
4717, ያለ ሰውዬ ክህነቱ እስከአሁን ይሰራል ማለት እንዴት ነው ነገሩ ከዚህ ነውረኛ ሰውዬ ጋር አብረው ላይ እታች የሚሉ ሊቃነጳጳሳት ምን አስበው ነው ምንስ ልምድ ሊቀስሙ ፈልገው ነው ከእርሱ ጋር የሚወሳወሱት ,Offensive
4718,የሆነው ሆኖ ግን ከልእልናችሁ መውረድ የለባችሁም  የፈጀውን ይፍጅ እንጂ ነገሮችን በፍትህ አደባባይ ተሟግታችሁ የምትመልሱበትን መንገድ መከተል እንጂ ከልእልናችሁ መውረድ የለባችሁም  ,Offensive
4719,መግጠምም ካለባችሁ ከአራጁ ቡድን ጋር እንጂ በየትኛውም መመዘኛ ይሄኛው መንገድ አይመጥናችሁም ,Offensive
4720, ጠላቱ ሽንት ቤት ተቀምጦ ያገኘውን ተነስቶ ሱሪ ሳይታጠቅ መግደል ነውር ነው ,Offensive
4721,የሚል ማሀበረሰብ እንዲህ ባለ የከተማ የደቦ ፍርድ ሲሳተፍ ማየት ሲበዛ ትክክል አይደለም,Offensive
4722,  በፍፁም  ይሄኛው የደቦ  የመንጋ ፍርድ መንገድ አይመጥናችሁም  በፍፁም  ,Offensive
