"Posts","Label"
"የታጠቀ ሀይልን በብቸኝነት የማንቀሳቀስ መብት የሚያጎናፅፈው የመንግስትነት ካባም የህዝብን ትውልድ ዘለል እሴት ኢመደበኛ በሚል ሰም ለበስ ፍረጃ ለምን የሚሉ የነቁየበቁ ሰዎቻችንን ያሹትን እርምጃ ለመውሰድ መብትን የሚያጎናፅፍ ተደርጎ ሊወሰድ አይገባም  ","Free"
"ፋኖነትን ከወደረኝነትና አቻ መንግስትነት እየተነተኑና እያስተነተኑ ሌት ተቀን የሚያላዝኑ ጥቂቶች በእርግጥም ስለሰላምና የተረጋጋ መንግስታዊ ስርአት የሚገዳቸው ሆነው ሳይሆን ከርሳቸውን ለመሙላት የሚያደርጉት አደግዳጊነት ተለምዷዊ ግብራቸው ነው   ","Free"
"ሆነ ተብለው ተቀርፀው በሚወርዱ አጀንዳዎች ህዝባችን እርስ በርሱ እየተናቆረ ማሀበራዊ ረፍት አጥቶ በአገራዊና ቀጠናዊ ፖለቲካ ትኩረት እንዳያደርግ በርካታ ወጥመዶች መኖራቸው እሙን ነው  ","Free"
"በመንግስት የእለት ተእለት ተግባር ላይ አንዳችም እክል ባልፈጠሩ  ","Free"
" የአገር አንድነትና የህዝብ ደሀንነት አደጋ በወደቀበት ጊዜ ሁሉ ህይወታቸውን በሰጡን ወንድሞቻችን ላይ የሚደረገው ውርክቢያና ማሳደድ በምንም አመክንዮ ከልክነት የጎደለ ነው   ","Free"
"አመደበኛ ተብለው ተፈርጀው እርምጃ እንደሚወሰድባቸው የሚዛትባቸውና የሚሳደዱ ወንድሞች  ","Free"
"በትክክል ምን የህግ መተላለፍ ፈፀሙ ","Free"
"በህግ መተላለፉስ ጉዳት የደረሰበት ግለሰብ ወይ አካል አለወይ ","Free"
"ጉዳቱ መቼ ደረሰ  ጉዳቱስ ምንድን ነው  ","Free"
"ለሚሉት ጥያቄዎች ምላሽና ማብራሪያ ማቅረብ ስለመቻላቸው እርግጠኛ አይደለሁም  ","Free"
"በእርግጥም ህፃን ያገተ  ንፁሀንን የገደለ  የሰረቀ  መንግስታዊ ስራዎች እንዳይከናወኑ ያወከ  በዜጎች የእለት ተእለት ኑሮ ላይ መቃወስን የፈጠረ ካለ በማስረጃ ተደግፎ ይቅረብልንና እኛም አብረን እናውግዝ  ","Free"
"ማውገዝ ብቻ ሳይሆን መንግስት እርምጃ እንዲወስድ ጭምር  በሁሉም አዎንታዊ ተሳትፎዎች በጋራ እንቁም   ","Free"
" ጉዳዩ ሳይዘምቱ ዘምተናል ብለዋል  ያላስለቀቁትን ቦታ አስለቅቀናል ብለዋል የሚል የትግል ተሳትፎ ኦዲት ከሆነ  የቀረበው ክስ እውነት እንኳን ቢሆን ከነቀፌታ በዘለለ መንግስታዊ እርምጃ እስከመውሰድ የደረሰ አቋም የሚያስይዝ አይሆንም  ","Free"
"በተነሳው ጭብጥ ላይ መወቃቀስ ከተጀመረም ጉዳዩ በአመዛኙ በወቃሽ ነኝ ባይ ቢበረታ እንጂ የሚያንስ አይሆንም ","Free"
" ህዝባችን ይህን ሁሉ ውርደትና ፍዳ ያየው ወቃሾች የተሰጣቸውን መንግስታዊ ሀላፊነት መወጣት ባለመቻላቸው እንደሆነ ማስታወስ ይኖርብን ይሆን","Free"
" እየታጀቡ ስለሆነ እርምጃ እንወስዳለን ብሎ ማለትስ ከምቀኝነትና ቅናት በምን ይለያል","Free"
" ሚስትህ ከሚስቴ በላይ ቆንጆ መሆን የለባትም ከማለትስ በምን ይለያል ","Free"
"ሰባኪዎችንና አክቲቪስቶችን በሪፐብሊካን ጋርድ የሚያሳጅብ ባለስልጣንስ እንዲህ መቅናት","Free"
"የፌዴራል መንግስትና የክልል መንግስታት ዛሬ በስራ አስፈፃሚ ደረጃ ተወያይቷልጀ ","Free"
"በመሰረቱ ውይይት ችግሮችን ለይቶ መፍትሄ ማበጀት ያስችላልነ የፌዴራል ስርአት ደግሞ የራስ አስተዳደርንና የጋራ አስተዳደርን ስለሚያቅፍ ተከታታይ ውይይቶችን ይሻል","Free"
"የአከባቢ ጉዳዮችን በራስ መምራትና ሀገራዊ ጉዳዮችን ደግሞ በጋራ ማስተናገድ በብዙ መልኩ ይጠቅማል ነገር ግን ራስን በራስ መምራትና ራስን በራስ ሙብላት የተለያዩ መሆናቸዉ ሊታወቅ ይገባል ","Free"
"በመደመርና በወንድማማችነት የተቀኘ ህብረዞብሄራዊ አንድነት ይበጀናል ","Free"
"የሚያኮራ ነበር ታዲያ ምን ያደርጋል አወቅሺ አወቅሺ ሲሏት የባሏን ዳዊትረመፅሀፍንአጠበች ሆነ እንጂ ነገሩ ","Free"
"የመስቀል አደባባይን አጀንዳ ለማስቀየር ዘማሪ ገደላችሁ ","Offensive"
"የባሰ ሌላ አጀንዳ ሆነባችሁ በጣም ታሳፍራላችሀ ","Offensive"
"መ በጣም ይገርማል ጠሀ አንድ ያልገባችሁ ነገር በዚህ ዘመን ያለው ዜጋ እኮ ከናንተ የተሻለ የፖለቲካ አረዳድ አለው","Offensive"
"እባካችሁ በመጀመሪያ ፓለቲካ ቁማር ሳይሆን ጥበብ መሆኑን እመኑ እና በጥበብ ምሩን ጀ አትዋሹ ጠሀ ህዝብን ብትዋሹም ፈጣሪን መዋሸት አይቻልም  ፈጣሪን የዋሸ ደሞ እድሜውም አጭር ነጤ ","Free"
"ሀ እኔ በጣም ነው የምወድሽ የማከብርሽ ነገር ግን ይህ እየሆነ ያለው ነገር እምነት እንዳልጥልባቹ አድርጎኛል ብዙ ጥሩ ስራዎችሽን እንደማደንቅ ሁሉ በኢትዮጵያ ኦሮቶዶክስ ሀይማኖታችን እየሆነ ያለው ነገር አሳዝኖኛል ላንቺ ያለኝ ","Free"
"ፍቅር አልቀነሰም ነገር ግን በምትይው ነገር ላይ እምነት የለኝም","Free"
"ባጠቃለያ ለድርጅታቸሁ እምነት የለኝም ጆ የሀይማኖት ተቋማት ይህን ይሰራ ያስቁም የፖለቲካ መሪዎች ከስራቸው ውጭ ሙስሊም በአል ጥምቀት ላይ አሬቻ ላይ ባይገኙ ሁሉም በሰላም በአሉ ተከብሮ ይጠናቀቃል ","Free"
"አሬቻን ለአባገዳዎች ጥምቀትን ለጳጳሳት እና ለሀይማኖት መሪዎች ተውት ያኔ ሁሉም በፍቅር ሲያከብረው ይታያል ከዚህ በፊት ያሉት የፖለቲካ መሪዎች በእነዚህ በአላት ላይ ተገኝተው አያውቁም በአሉም ሰላማዊ ነበር የአሁኖቹ ደግሞ እኛ ስፖንሰር ሁነን ንግግር እናድርግ ነው ","Free"
"ችግር የፈጠረው በአላትን ለባለቤቶቹ ተውት ው አኔ እኮ የሚገርመኝ በኢትዮፀያ ውስጥ ላለው ግግጭት የትኛውም ቦታ አማራ ክልል ሆነ አዲስ አበበ ደቡብ ብቻ በየትኛውም ቦታ ግጭት ይነሳ አስነሽው ሁሌ ህወሀት ላይ የምታሳብቡት ነገር አይገባኝም እስኪ የራሳችሁን ብልፅግናን ፈትሹ በቃ ሌላ ሰውን ተጠያቂ ላለማዲረግ የምትጓዙበት እርቀት ይገርመኛል ","Free"
"ለአሁኑ ግጭት ተጠያቂው እራሱ መንግስት ነው አለቀ ነገር ","Free"
"አታሸዋሩ ጥፋታችሁን አምናችሁ የኢትዮፀያን ህዝብ ይቅርታ ጠይቁ መምጣታቸው ለእምነት ተከታዮች ችግር አየፈጠረ ይገኛልጋ አማኙን ማህበረሰብ በማወናበድ እና ከዚህም የሚገኘውን ትርፍ ለማጋበስ ቋምጠው የሚጠብቁ ","Free"
"ፄገ ኛው ክፍለ ዘመን ይሁዳዎች አደብ አንዲገዙልን የመንግስትን ድጋፍ አንቫለጐኔ ","Free"
"ቻ እውነት ነው ይህን ተረኛ መንግስት ከድሮው ወያኔ የሚለየው አንድ ኦሮሞን ጥፋተኛ ለማለት ሌላ አንድ ንፁህ ሰው ያስፈልጋል እንዳው ማን ይሙት ወይብላ እና አራዳ ጊወርጊስ በምን አይታ ይነፃፀራል ","Offensive"
"ጀ የበግ ለምድ ለብሰው ይመጣሉና ተጠንቀቋቸውኮፎ በየቦታው ለውጡ ያልተዋጠላቸው የጁንታው ምልምሎች ከጀመርነው ብልፅግና ሊያደናቅፉን አየጣሩ ነው ","Offensive"
"ሆኖም ሁሉም የአጁን ያገኛልና ጥፋተኞች በጥፋታቸው ልክ ሊቀጡ ይገባልጋ ከንቲባችን ደሞ የተበዳይን እንባ በማበስ የሚያከልሽ የለምና በቅርቡ አስፈላጊውን እርምጃዎች አንደምትወስጂ አምናለሁ","Free"
"በሳኡዲ አረቢያ አስር ቤቶች ውስጥ የሚገኙ ወገኖች ያሉበት ሁኔታ ከባድ ነው","Free"
"አስር ቤቱ ውስጥ ቀላል የማይባሉ ወገኖች ይሄ ነው የሚባል ህክምና ሳያገኙ ይሞታሉ","Free"
"በሚዲያ ከምሰማው ባሻገር ለወራት በዚያው ቆይቶ በቅርቡ የመጣ የራሴ ወንድም እንደነገረኝ አስር ቤቱ ውስጥ ካለው ከባድ ሁኔታ በተጨማሪ አገር አቋርጦ ወህኒ ቤት ሳይቀር ተከትሏቸው የገባው የቤት አመል ረዘረኝነትያ አጅግ የሚያሸማቅቅ ነው ","Free"
"ሀ አቴቴ በጨሌ ያደጋችሁ ኢሉሚናቲ በኢትዮጵያ ላይ አይሰለጥንም አጆቻንን በዙፋኑ ላይ አንስተናል አርጉም ናችሁ ","Offensive"
"ክርስቶስ ከጨሌ ጋ ህብረት የለውምኔ ","Offensive"
"ሆጃ ከብርት ከንቲባ መበሻሸቁ አይጠቅመንም ግን በኦርቶዶክስ ላይ የሚካሄደው መጠነ ሰፊ በደል ዋጋ ያስከፍላቹሀል ","Free"
"በተደጋጋሚ በዚች የሀገር ቅርስ በሆነች ቤተክርስትያን ላይ የምታደርጉትን ጫና የኦርቶዶክስ እማኝ ጫንቃው ከብዶታል ","Free"
"በግዜ ብትታረሙ መልካም ነውጋአንደ ጎልያድ ከንዳቹህ ቢፈረጥም ከንቱ ናቹህ እናም እኛ ኦርቶዶከሶች አንደሁልጊዜው የሀይማኖታችንን ባህልናዶግማናቀኖና በስርአት አና በወጉ አንድናከናውን በጥብቅ አንጠይቃለን","Free"
"ኔኦርቶዶክስ ከሌለች ይቺ አገር ባዶ ናት ","Free"
"የቱሪዝም ምንጫቹህን ብታስታውሱ ይበጃልና ይገባናል ትላልቅ ባለ ስልጣናት የፕሮቴስታንት እማኝ ናቸው ቢሆንም ሀይማኖት የግል ነው አገር የጋራ ነው","Free"
"የህግ አካል ወደ ቤተክርስቲያናችን ስትፈለጉ ብቻ ብትመጡ ጥሩ ነው ","Free"
"ትእቢት ሲያዋርድ እንጂ ከፍ ከፍ ከአሳማውና ሆድ አደሩ ስዩም ተሾመ ጋር እንዲህ ወርዶ መመላለስ አንድም ስራ መፍታት ነው ","Free"
"የሚሆነውነ አንድም እሱ ወደ ገባበት ጥልቅ አረንቋ ውስጥ ገብቶ መዳከር ይሆናልጆሀ የዚህ አይነት ሁኔታን ደግሞ አኔ በፍፁም አልፈልገው ምነኔ ሆኖም የዚህ አይነት ዘባራቂ ሰው በተወሰነም ቢሆን በተከታዮቹ ዘንድ የፈጠረውን ጊዜያዊ መደናገር ለመግፈፍ ያህል የተመጠነ ምላሽ ለመስጠት ተገድጃለሁ ","Free"
"እግረ መንገዴንም ለምን ብልፅግና ፓርቲን ወክየ ለመወዳደር አንደወሰንሁና አስፈላጊነቱንም ጭምር በማስረጃ አስደግፌ ለማብራራት ጥረት አድርጌያለሁ","Free"
"በዚህም አንዳንድ ወገኖች ትክክለኛ ግንዛቤ እንዲኖራቸው ማድረግ ይቻላል ብየ አምናለሁ","Free"
" ከዚህ ውጭ አንዳንድ ስግብግብ ግለሰቦች ለምን ይኸኛውን ወይም ያኛውን ፓርቲ ወከለህ አልተወዳደርህም በሚል መልኩ ሀሳባቸውን አኔ ላይ ለመጫን የሚሞከሩትንም ያጋልጣል በሌላ አነጋገር አኔ አንድ ነገር ላይ ስወስን ማን ደስ ይለዋል ወይም ማን ይከፋው ይሆን በሚል ስሌት ሳይሆን ውሳኔየ ለህሊናየ የማይጎረብጥና የውስጥ አምነቴን የሚያፀና እንዲሁም ለህዝብ የሚጠቅም እኛ ደግሞ አንተን ለመንቀል እና ጣናን የሚታደግ መሪ ፍለጋ ላይ ነንበ ","Free"
"ተምሻ በእውነት ሳላደንቅህ አላልፍም በርታ ቀጥልበት አሁን ጊዜህ ስለሆነ በርትተህ ስራ አዴፖን መሰል አጋሮችህን አበርታ በአንድነት ስመሩ በህብረት ከበሩ በሀገር ወዳድነት ፅኑ አግዜአብሄር ፍቅርና ብርታትና ይስጣቹህ","Free"
"አባከወትን የተከበሩ ርፖመስተዳደር የተጀመሩ ፕሮጀክቶችንም ትኩረት ቢሰጣቸው ለምሳሌ የጤና ኪላወች ብዙ ለአርሶአደሩ ችግርፈች ፕሮጀከት ስለሆነ ትኩረት ቢሰጠው በክፋያ ምክንያት ሀ እባካችሁ በህዝብ መስዋትነት ","Free"
"የአማራ ክልል ወረዳዎች አሁንም በጦርነት ውስጥ ሆነው ህዝብ እየተሰቃየነ አሁንም የሰቶችና ህፃናት መደፈር ቀጥሎ እያለነ ንብረት አሁንም እየተጓዘ ባለበት እንዲሁም የአፋር ህዝብ አሁንም እየተወጋ እና ተጨማሪ መስዋትነት እየከፈለ ባለበት ሁኔታ ጦርነቱ እንደተጠናቀቀ አድርጎ ከጦርነት ማግስት ወደ ብልፅግና ብሎ መነሳት በህዝብ መስዋትነት ላይ ቆሞ እንደመቀለድ ይቆጠራልነነ ","Free"
"መባል ካለበትም ሁለተኛውን የህልውና ዘመቻ በማስቀጠል የአማርና አፋር ህዝቦችን ነፃ ማውጣት ቢሆን ጥሩ ነው ","Free"
"በእርግጥ ከአማራና አፋር ህዝቦች ውጭ ያለው አካባቢ በተማማቀ የብልፅግና ዘመቻ ላይ እንደሆነ ይገባኛል የኦነግ ሸኔ ጉዳይ እንደ አጋር ድርጅት እየተቆጠረ ስለመሰለኝ ነው ","Free"
"የብሄራዊ መረጃና ደህንነት አገልግሎት ዋና ዳይሬክር አቶ ተመስገን ጥሩነህ በሀገሪቱ ቀጣይ ስጋት ሊሆኑ የሚችሉ ጉዳዮች ከወዲሁ መስመር የማስያዝና የማስተካካያ እርምጃ ሊወሰድ እንደሚገባ አንስተዋል ","Free"
"ህገወጥ የመሳሪያ ዝውውርተ የኮንትሮባንድና መሰል እንቅስቃሴዎች የተገመገሙ ሲሆንቅ በውስጥ ያሉ ችግሮችን ከመፍታት ባለፈ ቀጠናው ላይ ሰላምን ማስጠበቅ እና ሀገራዊ ግንኙነትን ማጠናከር ላይ አቅጣጫዎች ተቀምጠዋል ብለዋል ","Free"
"አሳ ስለውሀ ያለው አረዳድ ከኮረት ጋር ተመሳሳይ ሲሆን እጅጉን በጣም አስገራሚ ይሆናል  ፋኖነትን ማሀበረሰባዊ ውርስ እና የልቡና ውቅር እሴት አድርጎ ለሺህ ዘመናት በኖረ ማሀበረሰብ ውስጥ ያደገ ሰው  በተለይ በስነሰብ ጥናት ላይ የሊቅነት ካባ የደረበ ሰው  ፋኖነትን በመንገደኛ ቅኝት     ተንትኖ ብያኔ ሲሰጥ አንዳች የተበላሸ ነገር ስለመኖሩ ከእርግጠኝነትም በላይ  ጠቋሚ ነው   ","Free"
"የታጠቀ ሀይልን በብቸኝነት የማንቀሳቀስ መብት የሚያጎናፅፈው የመንግስትነት ካባም የህዝብን ትውልድ ዘለል እሴት ኢመደበኛ በሚል ሰም ለበስ ፍረጃ ለምን የሚሉ የነቁየበቁ ሰዎቻችንን ያሹትን እርምጃ ለመውሰድ መብትን የሚያጎናፅፍ ተደርጎ ሊወሰድ አይገባም  ፋኖነትን ከወደረኝነትና አቻ መንግስትነት እየተነተኑና እያስተነተኑ ሌት ተቀን የሚያላዝኑ ጥቂቶች በእርግጥም ስለሰላምና የተረጋጋ መንግስታዊ ስርአት የሚገዳቸው ሆነው ሳይሆን ከርሳቸውን ለመሙላት የሚያደርጉት አደግዳጊነት ተለምዷዊ ግብራቸው ነው   ","Free"
"ሆነ ተብለው ተቀርፀው በሚወርዱ አጀንዳዎች ህዝባችን እርስ በርሱ እየተናቆረ ማሀበራዊ ረፍት አጥቶ በአገራዊና ቀጠናዊ ፖለቲካ ትኩረት እንዳያደርግ በርካታ ወጥመዶች መኖራቸው እሙን ነው  በመንግስት የእለት ተእለት ተግባር ላይ አንዳችም እክል ባልፈጠሩ  እንዲያውም የአገር አንድነትና የህዝብ ደሀንነት አደጋ በወደቀበት ጊዜ ሁሉ ህይወታቸውን በሰጡን ወንድሞቻችን ላይ የሚደረገው ውርክቢያና ማሳደድ በምንም አመክንዮ ከልክነት የጎደለ ነው   ","Free"
"ለሚሉት ጥያቄዎች ምላሽና ማብራሪያ ማቅረብ ስለመቻላቸው እርግጠኛ አይደለሁም  በእርግጥም ህፃን ያገተ  ንፁሀንን የገደለ  የሰረቀ  መንግስታዊ ስራዎች እንዳይከናወኑ ያወከ  በዜጎች የእለት ተእለት ኑሮ ላይ መቃወስን የፈጠረ ካለ በማስረጃ ተደግፎ ይቅረብልንና እኛም አብረን እናውግዝ  ማውገዝ ብቻ ሳይሆን መንግስት እርምጃ እንዲወስድ ጭምር  በሁሉም አዎንታዊ ተሳትፎዎች በጋራ እንቁም   ","Free"
"ጉዳዩ ሳይዘምቱ ዘምተናል ብለዋል  ያላስለቀቁትን ቦታ አስለቅቀናል ብለዋል የሚል የትግል ተሳትፎ ኦዲት ከሆነ  የቀረበው ክስ እውነት እንኳን ቢሆን ከነቀፌታ በዘለለ መንግስታዊ እርምጃ እስከመውሰድ የደረሰ አቋም የሚያስይዝ አይሆንም  በተነሳው ጭብጥ ላይ መወቃቀስ ከተጀመረም ጉዳዩ በአመዛኙ በወቃሽ ነኝ ባይ ቢበረታ እንጂ የሚያንስ አይሆንም  ህዝባችን ይህን ሁሉ ውርደትና ፍዳ ያየው ወቃሾች የተሰጣቸውን መንግስታዊ ሀላፊነት መወጣት ባለመቻላቸው እንደሆነ ማስታወስ ይኖርብን ይሆን እየታጀቡ ስለሆነ እርምጃ እንወስዳለን ብሎ ማለትስ ከምቀኝነትና ቅናት በምን ይለያል ሚስትህ ከሚስቴ በላይ ቆንጆ መሆን የለባትም ከማለትስ በምን ይለያል ሰባኪዎችንና አክቲቪስቶችን በሪፐብሊካን ጋርድ የሚያሳጅብ ባለስልጣንስ እንዲህ መቅናት","Free"
"ከቅርብ ጊዜ ወዲህ አንድን አካባቢ በተለዬ ሁኔታ የማጥላላት  በተናበበና በተቀናጄ ሁኔታ የማጠልሸትና የማኮሰስ አዝማሚያዎችን እያየን ነው  ምቀኝነትና ቅናት አፍ አውጥተው እስኪናገሩ ድረስ ሰነድ ተሰንዶ  ወንዝ ዘለል አሰላለፎች ተዘርግተው  የሆነ አካባቢ ፖለቲከኛ  ባለሀበት  ወጣት  ልሂቅ ህዝባችን ላይ የማያባሩ የፕሮፖጋንዳ ዘመቻዎች እየተሰሩ ነው  ለአገር አንድነትና ለህዝብ ደሀንነት የዋለው ሁሉንአቀፍ ውለታ ከማንም ቢበልጥ እንጂ የሚያንስ ሳይሆን ተሳትፎውን የማኮሰስ  መስዋእትነቱን የማራከስ  ሁኔታዎች ታዝበናል  ፍርሀትና የበታችነት ስሜት ያደረባቸው ክንቱዎች ራሳቸውን መንግስትን ለመደገፍም ሆነ ለመቃወም የወርቅ ሚዛን አድርገው አቅርበው ሰነድ አዘጋጅተው ጭምር ዘመቻ መክፈታቸውን ካወቅን ውለን አድረናል  አፍ እንጂ ጭንቅላት ስለሌላቸው  የእለት ጉርሳቸውን እንጂ የነገውንም ማሰብ የማይችሉ ጥርቅሞች ስለሆኑ  ቅና ያለው በእናቱ ይቀናል ብለን ንቀን ትተናቸው ነበር  ይኼ የቅናትና ምቀኝነት የጠመናሂ እሳቤ     መንግስታዊ መዋቅር ተደግፎ ሲመጣ ግን በእርግጥም ያስደነግጣል  ህዝባችን ወጥመዱን በእርግጠኝነት ይሻገረዋል  በሀቃችንም ውሸታችሁን እንደበረዶ እናቀልጠዋለን  ስኬታችንን ከማጨናገፍ ይልቅ ሰማይን ያህል ዳንቴል ሰርታችሁ ፀሀይን መከለል ይቀላችኋል  ወንድማማችነትን ለከርስ መሙያ ሸቀጥ ከሚያውል ይሁዳ ጋር የምንጋራው አንዳችም  ጉዳይ ግን አይኖረንም  ","Free"
"እግዚአብሄር ኢትዮጵያንና ልጆቿን ይባርክ  ","Free"
"በኢሀዲግ ጊዜ መኪና እና ቤት ክፍት አድርገን ጥለን እንሄድ ነበረ የአሁኑ ደግሞ መኪና የሚዘርፍ መጥቷል እንኳን በደህና ጊዜ ከአገር ወጣሁ አሁንማ ኢትዮጵያ እቃ እቃ መጫወቻ ሆናለች","Free"
"የሰው ከብት ነህ መጀመሪያ አማረኛ መፃፍ ልመድ ድልብ መሀይም ነህ ሲቀጥል ጫቅላዉ ጠቀላይ ሚኒስቴር አፈ ቅቤ ልበ ጩቤ መሆኑን መላው የኢትዮጵያ ህዝብ ካወቀዉ ቆየ አለም አይንህን ላፈር ያለው ገዳይ ጨፍጫፊ ሰው መሆኑን ከተነገረዉ ቆየ አንተ የብልፅግና ዉታፍ ነቃይ ካድሬ አርፈህ ተቀመጥ ","Free"
"የከረዩ አባ ገዳወችን እምታስገድሉት እናንተ የሚገድለውም የብእር የእንጀራ አባቱ   የኢሰመኩ የኢትዮ  ሰብ መብ ኮ  ስለ ሰው ልጅ ህይወት መጥፋትን  መሞትን  ስቃይን   መበቆሳቀለልን እና መድከምን የችግሩ መንስኤ እየሆናችሂ ኢሰመኮን እንደ ህግ ራሳችሁ እየጠየቃችሁና እየገዳላችሁ የራሳችሁን የብእር እንጀራሽሁን  ","Free"
"ስትሸምቱ ባንዳ ነታችሁን መንግስት ያቃል አንተ ደግማ ምክንያቱም የለውጡ እንቅፍት ናችሁ   በተለይ እንዳንተ አይነት አይሸወይናየ ፅሀፊ ቅርፉት ነክ መንግስትን በምን ቁመናህ መዝነህ ነው እምትሳደበው አንተ ","Free"
" የፃፍከውን እየደለዝክ እየደበልክ አንተ ደበል ያንትን አይደለም የጠሚው ሚሞሪ አለምን ያስደነገጠና ያደመመ ነው እንጅ ጎጠኛ ሾርት ሚንስከርት አይድለም ያለው እሱ በአለም ሾት ሚሞሪ አላቸው ከሚባሉ በእጅ ከሚቆጠሩት አንዱ ነው አንተ እንግል መንገሌህን ብላ         ","Free"
"አብይ መራሹ የብልግና መንግስት እስካለ ድረስ እንዳጠቃላይ የሰው ሞት በተለይ ደግሞ የአማራ ህዝብ ሞት የእለት የእለት ዜና ሆኖ ገና ይቀጥላል ","Free"
"ይሄን  ያክል ከመረጃ የራቀ ሀሳብ  አሰራጫለሁ ብየ አላምንም  ቢሆንም  እውነቱና  ችግሩ  ያለው  የወንጌል  ወይም  የኦርቶዶክስ  አማኝ ነን  የሚሉት  ጋር  መሆኑን  በድፍረት  እናገራለሁ ","Free"
"ጵጥሮሳዉያን ሁኑ ","Free"
"የክርስትና ኦርቶዶክስ ተዋህዶ የሆኑ ባለስልጣናት በብልፅግና ስርአት የስልጣን መደላድል ዉስጥ እንተና እምነት ተከታይ ካልሆንህ በሚል ከስልጣን ተባረሩ  ማስረጃ ካላችሁ ቤተክርስቲያንን ጠይቁየኦርቶዶክስ ተዋህዶ ሲነዶሱ የቤተ ክርስቲያን  ባለስልጣናት ዉስጥ የባእዳን ሰርጎ ገብ ሰላይ እምነት ተከታዬች እንዳሉ ተጠቆመ  በወይብላ ማሪያምና በመስቀል አደባባይ በተፈፀመዉ ግፍ ብልፅግና መንግስታዊ ወንጀል ለማስተባበል ህዝቡን ለማዘናጋት በፋኖ አማራ ህዝብ  ማረሳሻና ሀሳቡን ለማስቀየስ ብልፅግና ፋኖ አማራ ህዝብ ላይ የቁማር ማዘናጊያ ፓለቲካዉን በመንግስት ብልፅግና መራሹ ቁማሩ የተቀመረ መሆኑ ተደረሰበት ","Free"
"ብልፅግና ዉስጥ የእንተና እምነት ተከታይ ካልሆንህ  ስልጣን የለህም  እንዲሁም ቤተ ክርስቲያንን ለማጥፋት አልሞ መሰራቱ ብልፅግና  ተደረሰበት  ","Free"
"በኢትዮጵያ ዉስጥ በተለያዩ አካባቢዎች  ወጣቱን ትዉልድ በገንዘብ ፕሮግራም ስልጠና በመስጠት ወይም ቲያንስ እንደሚባለዉ ፕሮግራም ቀርፀዉ በማሰልጠን ኮሚሽን ይታሰብልሀል በማለትና የተለያዩ ሰዎችን በኘሮግራሙ በመጋበዝ ለጋባዡ ኮሚሽን በማሰብ አዲሱ ተጋባዥም ሌላ እንግዳ ወይም ሰዉ እንዲያመጣ ኮሚሽን እንደሚታሰብለት ተልእኮ በመስጠት የሚዋጥ  የሚቀበር መዳኒት በመስጠት  በኮምፒዉተር ለመቆጣጠርና  ትዉልዱን የማጥፋት  የማደንዘዝ ስራ እየተሰራ መሆኑ ታወቀ  ","Free"
"ከንግዲህ መሞቴ ላይቀር የብልፅግናን አብይ መራሽ ኢትዬጵያን የማጥፋት Offensive ተኮርን ከስር ከስሩ ለማጋለጥ ሪሰርች መስራቴን አላቆምም አትንኩን ብለን ነበር   የነካችሁን እለት ግን አማራ ነን ብለናቸዉ አልሰማን አሉ  ትዉልዱም በቅያድ ልጓም እንደተያዘች በቅሎ የአባቶችን ትእዛዝ በመጠባበቅ ላይ ሆኖ እየተቁነጠነጠ ይገኛል ","Free"
"አብይ መራሹ ኦሮማማ ቁማራዊ ፓለቲካዊ ጆኖሳይድ ወንጀል ለቤተክርስቲያን የመጨረሻዉን ድምጿን ለማሰማት ጫፍ ላይ ቤተ ክርስቲያኗን አስደርሷታል  ","Free"
"ኦርቶዶክስ ሁሉ ማተብህ ሚበጠስበት የተገድዶ ጆኖሳይድ አስቸኳይ ጊዜ አዋጅ ማንዋል በአብይ መራሹ እምነት ቀስ በቀስ በእግሩ እየመጣልህ ነዉ ይህ እዉነታ ሚያቅለሸልሽ ካለህ ቮሚት ይበልህ እንጅ አስረግጨ እስከ አፍንጫህ እዉነቱን እነግርህ አለሁ  ምክንያቱም እዉነቱን ተናግሬ ወይ እሞታለሁ  ወይ እታሰራለሁ  ወይ እደበደባለሁ  ወይ አካለ ጎደሎ እሆናለሁ ","Free"
" ለምሳሌ ጄነራል ሳእረን ገደለ ተብሎ በሀሰት የታሰረዉ መሳፍንት የብልፅግና ስርአት ሚስጢር እንዳያወጣ ምላሱን ቆርጠዉታል ይህን የአማራ ሆዳም ዋጥ አድርጎታል አይ የለም አልተቆረጠም የሚል ካለ አስር አለቃ መሳፍንትን ከመረሚያ ቤት ያዉጠዉና በሚዲያ ያቅርበዉ በቀጥታ ስርጭት ተቆርጧላ ስንቶች ታዉቃላችሁ ይህን አታዉቁም ለምን ትዉልዱን በቁሙ ሳይሞት የገደለ አብይ መራሽ የፓለቲካ ቁማር  የሀገሪቱን ትዉልድ የቁም እሬሳ አድርጎታል ","Free"
"አይግረምህ አደገኛዉ ፊትህ ገና አለ","Free"
"ከንፈር መጣጭ ትዉልድ እንጅ ታጋይ ትዉልድ እንዳይፈጠር አልሞ እየሰራ ነዉ  አላምንም ካልህ  ቁመህ ጠብቀዉ  በወረፋ አብይ መራሽ መርዛማ የመከራ ሰቆቃ ህክምናዉን ትጎነጨዋለህ አሊያም በሲኦል እግዞት ያስጎነጭሀል ","Free"
